0	6	3	1
1	6	3	1
2	6	3	1
3	6	3	1
4	6	3	1
5	6	3	1
6	6	3	1
7	6	3	1
8	6	3	1
9	6	3	1
10	6	3	1
11	6	3	1
12	6	3	1
13	6	3	1
14	6	3	1
15	6	3	1
16	6	3	1
17	6	3	1
18	6	3	1
19	6	3	1
20	6	3	1
21	6	3	1
22	6	3	1
23	6	3	1
24	6	3	1
25	6	3	1
26	6	3	1
27	6	3	1
28	6	3	1
29	6	3	1
30	6	3	1
31	6	3	1
32	6	3	1
33	6	3	1
34	6	3	1
35	6	3	1
36	6	3	1
37	6	3	1
38	6	3	1
39	6	3	1
40	6	3	1
41	6	3	1
42	6	3	1
43	6	3	1
44	6	3	1
45	6	3	1
46	6	3	1
47	6	3	1
48	6	3	1
49	6	3	1
50	6	3	1
51	6	3	1
52	6	3	1
53	6	3	1
54	6	3	1
55	6	3	1
56	6	3	1
57	6	3	1
58	6	3	1
59	6	3	1
60	6	3	1
61	6	3	1
62	6	3	1
63	6	3	1
64	6	3	1
65	6	3	1
66	6	3	1
67	6	3	1
68	6	3	1
69	6	3	1
70	6	3	1
71	6	3	1
72	6	3	1
73	6	3	1
74	6	3	1
75	6	3	1
76	6	3	1
77	6	3	1
78	6	3	1
79	6	3	1
80	6	3	1
81	6	3	1
82	6	3	1
83	6	3	1
84	6	3	1
85	6	3	1
86	6	3	1
87	6	3	1
88	6	3	1
89	6	3	1
90	6	3	1
91	6	3	1
92	6	3	1
93	6	3	1
94	6	3	1
95	6	3	1
96	6	3	1
97	6	3	1
98	6	3	1
99	6	3	1
100	6	3	1
101	6	3	1
102	6	3	1
103	6	3	1
104	6	3	1
105	6	3	1
106	6	3	1
107	6	3	1
108	6	3	1
109	6	3	1
110	6	3	1
111	6	3	1
112	6	3	1
113	6	3	1
114	6	3	1
115	6	3	1
116	6	3	1
117	6	3	1
118	6	3	1
119	6	3	1
120	6	3	1
121	6	3	1
122	6	3	1
123	6	3	1
124	6	3	1
125	6	3	1
126	6	3	1
127	6	3	1
128	6	3	1
129	6	3	1
130	6	3	1
131	6	3	1
132	6	3	1
133	6	3	1
134	6	3	1
135	6	3	1
136	6	3	1
137	6	3	1
138	6	3	1
139	6	3	1
140	6	3	1
141	6	3	1
142	6	3	1
143	6	3	1
144	6	3	1
145	6	3	1
146	6	3	1
147	6	3	1
148	6	3	1
149	6	3	1
150	6	3	1
151	6	3	1
152	6	3	1
153	6	3	1
154	6	3	1
155	6	3	1
156	6	3	1
157	6	3	1
158	6	3	1
159	6	3	1
160	6	3	1
161	6	3	1
162	6	3	1
163	6	3	1
164	6	3	1
165	6	3	1
166	6	3	1
167	6	3	1
168	6	3	1
169	6	3	1
170	6	3	1
171	6	3	1
172	6	3	1
173	6	3	1
174	6	3	1
175	6	3	1
176	6	3	1
177	6	3	1
178	6	3	1
179	6	3	1
180	6	3	1
181	6	3	1
182	6	3	1
183	6	3	1
184	6	3	1
185	6	3	1
186	6	3	1
187	6	3	1
188	6	3	1
189	6	3	1
190	6	3	1
191	6	3	1
192	6	3	1
193	6	3	1
194	6	3	1
195	6	3	1
196	6	3	1
197	6	3	1
198	6	3	1
199	6	3	1
200	6	3	1
201	6	3	1
202	6	3	1
203	6	3	1
204	6	3	1
205	6	3	1
206	6	3	1
207	6	3	1
208	6	3	1
209	6	3	1
210	6	3	1
211	6	3	1
212	6	3	1
213	6	3	1
214	6	3	1
215	6	3	1
216	6	3	1
217	6	3	1
218	6	3	1
219	6	3	1
220	6	3	1
221	6	3	1
222	6	3	1
223	6	3	1
224	6	3	1
225	6	3	1
226	6	3	1
227	6	3	1
228	0	0	0
229	0	0	0
230	0	0	0
231	0	0	0
232	0	0	0
233	0	0	0
234	0	0	0
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	0	0	0
242	0	0	0
243	0	0	0
244	0	0	0
245	0	0	0
246	0	0	0
247	0	0	0
248	0	0	0
249	0	0	0
250	0	0	0
251	0	0	0
252	0	0	0
253	0	0	0
254	0	0	0
255	0	0	0
256	0	0	0
257	0	0	0
258	0	0	0
259	0	0	0
260	0	0	0
261	0	0	0
262	0	0	0
263	0	0	0
264	0	0	0
265	0	0	0
266	0	0	0
267	0	0	0
268	0	0	0
269	0	0	0
270	0	0	0
271	0	0	0
272	0	0	0
273	0	0	0
274	0	0	0
275	0	0	0
276	0	0	0
277	0	0	0
278	0	0	0
279	0	0	0
280	0	0	0
281	0	0	0
282	0	0	0
283	0	0	0
284	0	0	0
285	0	0	0
286	0	0	0
287	0	0	0
288	0	0	0
289	0	0	0
290	0	0	0
291	0	0	0
292	0	0	0
293	0	0	0
294	0	0	0
295	0	0	0
296	0	0	0
297	0	0	0
298	0	0	0
299	0	0	0
300	0	0	0
301	0	0	0
302	0	0	0
303	0	0	0
304	0	0	0
305	0	0	0
306	0	0	0
307	0	0	0
308	0	0	0
309	0	0	0
310	0	0	0
311	0	0	0
312	0	0	0
313	0	0	0
314	0	0	0
315	0	0	0
316	0	0	0
317	9	0	0
318	0	0	0
319	0	0	0
320	0	0	0
321	0	0	0
322	0	0	0
323	0	0	0
324	0	0	0
325	0	0	0
326	0	0	0
327	0	0	0
328	0	0	0
329	0	0	0
330	0	0	0
331	10	0	0
332	0	0	0
333	0	0	0
334	0	0	0
335	0	0	0
336	0	0	0
337	0	0	0
338	0	0	0
339	0	0	0
340	0	0	0
341	0	0	0
342	0	0	0
343	0	0	0
344	0	0	0
345	0	0	0
346	0	0	0
347	0	0	0
348	0	0	0
349	0	0	0
350	0	0	0
351	0	0	0
352	0	0	0
353	0	0	0
354	0	0	0
355	0	0	0
356	0	0	0
357	0	0	0
358	0	0	0
359	0	0	0
360	0	0	0
361	9	0	0
362	0	0	0
363	0	0	0
364	0	0	0
365	0	0	0
366	0	0	0
367	0	0	0
368	0	0	0
369	0	0	0
370	0	0	0
371	0	0	0
372	9	0	0
373	0	0	0
374	0	0	0
375	0	0	0
376	0	0	0
377	0	0	0
378	10	0	0
379	0	0	0
380	0	0	0
381	0	0	0
382	0	0	0
383	0	0	0
384	0	0	0
385	0	0	0
386	0	0	0
387	0	0	0
388	0	0	0
389	0	0	0
390	0	0	0
391	0	0	0
392	0	0	0
393	0	0	0
394	0	0	0
395	0	0	0
396	0	0	0
397	9	0	0
398	0	0	0
399	0	0	0
400	0	0	0
401	0	0	0
402	0	0	0
403	0	0	0
404	0	0	0
405	0	0	0
406	0	0	0
407	0	0	0
408	0	0	0
409	0	0	0
410	0	0	0
411	0	0	0
412	0	0	0
413	0	0	0
414	0	0	0
415	0	0	0
416	0	0	0
417	0	0	0
418	0	0	0
419	0	0	0
420	0	0	0
421	9	0	0
422	0	0	0
423	0	0	0
424	0	0	0
425	0	0	0
426	0	0	0
427	0	0	0
428	0	0	0
429	0	0	0
430	0	0	0
431	0	0	0
432	0	0	0
433	0	0	0
434	0	0	0
435	0	0	0
436	11	0	0
437	0	0	0
438	11	0	0
439	0	0	0
440	0	0	0
441	0	0	0
442	0	0	0
443	0	0	0
444	0	0	0
445	0	0	0
446	9	0	0
447	11	0	0
448	0	0	0
449	0	0	0
450	0	0	0
451	0	0	0
452	0	0	0
453	0	0	0
454	0	0	0
455	0	0	0
456	0	0	0
457	0	0	0
458	0	0	0
459	0	0	0
460	0	0	0
461	9	0	0
462	0	0	0
463	0	0	0
464	0	0	0
465	10	0	0
466	0	0	0
467	0	0	0
468	0	0	0
469	0	0	0
470	0	0	0
471	0	0	0
472	0	0	0
473	0	0	0
474	0	0	0
475	0	0	0
476	0	0	0
477	0	0	0
478	0	0	0
479	0	0	0
480	0	0	0
481	0	0	0
482	0	0	0
483	0	0	0
484	0	0	0
485	0	0	0
486	0	0	0
487	0	0	0
488	0	0	0
489	0	0	0
490	0	0	0
491	0	0	0
492	0	0	0
493	0	0	0
494	0	0	0
495	0	0	0
496	9	0	0
497	11	0	0
498	0	0	0
499	0	0	0
500	0	0	0
501	0	0	0
502	0	0	0
503	0	0	0
504	0	0	0
505	0	0	0
506	0	0	0
507	0	0	0
508	0	0	0
509	0	0	0
510	0	0	0
511	0	0	0
512	0	0	0
513	0	0	0
514	0	0	0
